"Time","{__name__=""gala_gopher_mem_cache_kB"", infos=""/proc/meminfo"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", scenario=""jvmocache-fill-gatewayom""}"
2025-07-15 17:24:15,4122224
2025-07-15 17:24:30,4122224
2025-07-15 17:24:45,4165160
2025-07-15 17:25:00,4165160
2025-07-15 17:25:15,4165160
2025-07-15 17:25:30,4165160
2025-07-15 17:25:45,4167028
2025-07-15 17:26:00,4167028
2025-07-15 17:26:15,4167028
2025-07-15 17:26:30,4167028
2025-07-15 17:26:45,4169140
2025-07-15 17:27:00,4169140
2025-07-15 17:27:15,4169140
2025-07-15 17:27:30,4169140
2025-07-15 17:27:45,4171516
2025-07-15 17:28:00,4171516
2025-07-15 17:28:15,4171516
2025-07-15 17:28:30,4171516
2025-07-15 17:28:45,4173412
2025-07-15 17:29:00,4173412
2025-07-15 17:29:15,4173412
2025-07-15 17:29:30,4173412
2025-07-15 17:29:45,4171264
2025-07-15 17:30:00,4171264
2025-07-15 17:30:15,4171264
2025-07-15 17:30:30,4171264
2025-07-15 17:30:45,4173236
2025-07-15 17:31:00,4173236
2025-07-15 17:31:15,4173236
2025-07-15 17:31:30,4173236
2025-07-15 17:31:45,4175016
2025-07-15 17:32:00,4175016
2025-07-15 17:32:15,4175016
2025-07-15 17:32:30,4175016
2025-07-15 17:32:45,4176644
2025-07-15 17:33:00,4176644
2025-07-15 17:33:15,4176644
2025-07-15 17:33:30,4176644
2025-07-15 17:33:45,4178208
2025-07-15 17:34:00,4178208
2025-07-15 17:34:15,4178208
2025-07-15 17:34:30,4178208
2025-07-15 17:34:45,4179784
2025-07-15 17:35:00,4179784
2025-07-15 17:35:15,4179784
2025-07-15 17:35:30,4179784
2025-07-15 17:35:45,4181212
2025-07-15 17:36:00,4181212
2025-07-15 17:36:15,4181212
2025-07-15 17:36:30,4181212
2025-07-15 17:36:45,4182684
2025-07-15 17:37:00,4182684
2025-07-15 17:37:15,4182684
2025-07-15 17:37:30,4182684
2025-07-15 17:37:45,4183948
2025-07-15 17:38:00,4183948
2025-07-15 17:38:15,4183948
2025-07-15 17:38:30,4183948
2025-07-15 17:38:45,4185288
2025-07-15 17:39:00,4185288
2025-07-15 17:39:15,4185288
2025-07-15 17:39:30,4185288
2025-07-15 17:39:45,4185408
2025-07-15 17:40:00,4185408
2025-07-15 17:40:15,4185408
2025-07-15 17:40:30,4185408
2025-07-15 17:40:45,4186716
2025-07-15 17:41:00,4186716
2025-07-15 17:41:15,4186716
2025-07-15 17:41:30,4186716
2025-07-15 17:41:45,4187904
2025-07-15 17:42:00,4187904
2025-07-15 17:42:15,4187904
2025-07-15 17:42:30,4187904
2025-07-15 17:42:45,4189160
2025-07-15 17:43:00,4189160
2025-07-15 17:43:15,4189160
2025-07-15 17:43:30,4189160
2025-07-15 17:43:45,4190280
2025-07-15 17:44:00,4190280
2025-07-15 17:44:15,4190280
2025-07-15 17:44:30,4190280
2025-07-15 17:44:45,4191376
2025-07-15 17:45:00,4191376
2025-07-15 17:45:15,4191376
2025-07-15 17:45:30,4191376
2025-07-15 17:45:45,4192488
2025-07-15 17:46:00,4192488
2025-07-15 17:46:15,4192488
2025-07-15 17:46:30,4192488
2025-07-15 17:46:45,4193728
2025-07-15 17:47:00,4193728
2025-07-15 17:47:15,4193728
2025-07-15 17:47:30,4193728
2025-07-15 17:47:45,4194820
2025-07-15 17:48:00,4194820
2025-07-15 17:48:15,4194820
2025-07-15 17:48:30,4194820
2025-07-15 17:48:45,4195780
2025-07-15 17:49:00,4195780
2025-07-15 17:49:15,4195780
2025-07-15 17:49:30,4195780
2025-07-15 17:49:45,4196836
2025-07-15 17:50:00,4196836
