Time,vets_service,source,Minutes
2025-05-17 17:18:15,0.0,MEM_STRESS,0.0
2025-05-17 17:18:30,0.0,MEM_STRESS,0.25
2025-05-17 17:18:45,0.0,MEM_STRESS,0.5
2025-05-17 17:19:00,0.0,MEM_STRESS,0.75
2025-05-17 17:19:15,0.0,MEM_STRESS,1.0
2025-05-17 17:19:30,0.0,MEM_STRESS,1.25
2025-05-17 17:19:45,0.0,MEM_STRESS,1.5
2025-05-17 17:20:00,0.0,MEM_STRESS,1.75
2025-05-17 17:20:15,0.0,MEM_STRESS,2.0
2025-05-17 17:20:30,0.0,MEM_STRESS,2.25
2025-05-17 17:20:45,0.0,MEM_STRESS,2.5
2025-05-17 17:21:00,0.0,MEM_STRESS,2.75
2025-05-17 17:21:15,0.0,MEM_STRESS,3.0
2025-05-17 17:21:30,0.0,MEM_STRESS,3.25
2025-05-17 17:21:45,0.0,MEM_STRESS,3.5
2025-05-17 17:22:00,0.0,MEM_STRESS,3.75
2025-05-17 17:22:15,0.0,MEM_STRESS,4.0
2025-05-17 17:22:30,0.0,MEM_STRESS,4.25
2025-05-17 17:22:45,0.0,MEM_STRESS,4.5
2025-05-17 17:23:00,0.0,MEM_STRESS,4.75
2025-05-17 17:23:15,0.0,MEM_STRESS,5.0
2025-05-17 17:23:30,0.0,MEM_STRESS,5.25
2025-05-17 17:23:45,0.0,MEM_STRESS,5.5
2025-05-17 17:24:00,0.0,MEM_STRESS,5.75
2025-05-17 17:29:15,0.0,MEM_STRESS,11.0
2025-05-17 17:29:30,0.0,MEM_STRESS,11.25
2025-05-17 17:29:45,0.0,MEM_STRESS,11.5
2025-05-17 17:30:00,0.0,MEM_STRESS,11.75
2025-05-17 17:30:15,0.0,MEM_STRESS,12.0
2025-05-17 17:30:30,0.0,MEM_STRESS,12.25
2025-05-17 17:30:45,0.0,MEM_STRESS,12.5
2025-05-17 17:31:00,0.0,MEM_STRESS,12.75
2025-05-17 17:31:15,0.0,MEM_STRESS,13.0
2025-05-17 17:31:30,0.0,MEM_STRESS,13.25
2025-05-17 17:31:45,0.0,MEM_STRESS,13.5
2025-05-17 17:32:00,0.0,MEM_STRESS,13.75
2025-05-17 17:32:15,0.0,MEM_STRESS,14.0
2025-05-17 17:32:30,0.0,MEM_STRESS,14.25
2025-05-17 17:32:45,0.0,MEM_STRESS,14.5
2025-05-17 17:33:00,0.0,MEM_STRESS,14.75
2025-05-17 17:33:15,0.0,MEM_STRESS,15.0
2025-05-17 17:33:30,0.0,MEM_STRESS,15.25
2025-05-17 17:33:45,0.0,MEM_STRESS,15.5
2025-05-17 17:34:00,0.0,MEM_STRESS,15.75
2025-05-17 17:35:15,0.0,MEM_STRESS,17.0
2025-05-17 17:35:30,0.0,MEM_STRESS,17.25
2025-05-17 17:35:45,0.0,MEM_STRESS,17.5
2025-05-17 17:36:00,0.0,MEM_STRESS,17.75
2025-05-17 17:36:15,0.0,MEM_STRESS,18.0
2025-05-17 17:36:30,0.0,MEM_STRESS,18.25
2025-05-17 17:36:45,0.0,MEM_STRESS,18.5
2025-05-17 17:37:00,0.0,MEM_STRESS,18.75
2025-05-17 17:37:15,0.0,MEM_STRESS,19.0
2025-05-17 17:37:30,0.0,MEM_STRESS,19.25
2025-05-17 17:37:45,0.0,MEM_STRESS,19.5
2025-05-17 17:38:00,0.0,MEM_STRESS,19.75
2025-05-17 17:38:15,0.0,MEM_STRESS,20.0
2025-05-17 17:38:30,0.0,MEM_STRESS,20.25
2025-05-17 17:38:45,0.0,MEM_STRESS,20.5
2025-05-17 17:39:00,0.0,MEM_STRESS,20.75
2025-05-17 17:39:15,0.0,MEM_STRESS,21.0
2025-05-17 17:39:30,0.0,MEM_STRESS,21.25
2025-05-17 17:39:45,0.0,MEM_STRESS,21.5
2025-05-17 17:40:00,0.0,MEM_STRESS,21.75
2025-05-17 17:40:15,0.0,MEM_STRESS,22.0
2025-05-17 17:43:15,0.0,MEM_STRESS,25.0
2025-05-17 17:43:30,0.0,MEM_STRESS,25.25
2025-05-17 17:43:45,0.0,MEM_STRESS,25.5
2025-05-17 17:44:00,0.0,MEM_STRESS,25.75
2025-05-17 17:44:15,0.0,MEM_STRESS,26.0
2025-05-17 17:44:30,0.0,MEM_STRESS,26.25
2025-05-17 17:44:45,0.0,MEM_STRESS,26.5
2025-05-17 17:45:00,0.0,MEM_STRESS,26.75
