"Time","{__name__=""gala_gopher_tcp_link_retran_packets"", client_ip=""172.24.0.8"", comm=""java"", container_id=""3118fbaab833"", container_image=""springcommunity/spring-petclinic-visits-service"", container_name=""/visits-service"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", protocol=""10"", role=""client"", scenario=""gatewayMemStress"", server_ip=""172.24.0.3"", server_port=""8761"", tgid=""261653""}"
2025-05-19 02:14:30,0
2025-05-19 02:14:45,0
2025-05-19 02:15:00,0
2025-05-19 02:15:15,0
2025-05-19 02:15:30,0
2025-05-19 02:15:45,0
2025-05-19 02:16:00,0
2025-05-19 02:16:15,0
2025-05-19 02:16:30,0
2025-05-19 02:16:45,0
2025-05-19 02:17:00,0
2025-05-19 02:17:15,0
2025-05-19 02:17:30,0
2025-05-19 02:17:45,0
2025-05-19 02:18:00,0
2025-05-19 02:18:15,0
2025-05-19 02:18:30,0
2025-05-19 02:18:45,0
2025-05-19 02:19:00,0
2025-05-19 02:19:15,0
2025-05-19 02:34:30,0
2025-05-19 02:34:45,0
2025-05-19 02:35:00,0
2025-05-19 02:35:15,0
2025-05-19 02:35:30,0
2025-05-19 02:35:45,0
2025-05-19 02:36:00,0
2025-05-19 02:36:15,0
2025-05-19 02:36:30,0
2025-05-19 02:36:45,0
2025-05-19 02:37:00,0
2025-05-19 02:37:15,0
2025-05-19 02:37:30,0
2025-05-19 02:37:45,0
2025-05-19 02:38:00,0
2025-05-19 02:38:15,0
2025-05-19 02:38:30,0
2025-05-19 02:38:45,0
2025-05-19 02:39:00,0
2025-05-19 02:39:15,0
2025-05-19 02:39:30,0
2025-05-19 02:39:45,0
2025-05-19 02:40:00,0
2025-05-19 02:40:15,0
2025-05-19 02:40:30,0
2025-05-19 02:40:45,0
2025-05-19 02:41:00,0
2025-05-19 02:41:15,0
2025-05-19 02:41:30,0
2025-05-19 02:41:45,0
2025-05-19 02:42:00,0
2025-05-19 02:42:15,0
2025-05-19 02:42:30,0
2025-05-19 02:42:45,0
2025-05-19 02:43:00,0
2025-05-19 02:43:15,0
2025-05-19 02:43:30,0
2025-05-19 02:43:45,0
2025-05-19 02:44:00,0
2025-05-19 02:44:15,0
2025-05-19 03:00:45,0
2025-05-19 03:01:00,0
2025-05-19 03:01:15,0
2025-05-19 03:01:30,0
2025-05-19 03:01:45,0
2025-05-19 03:02:00,0
2025-05-19 03:02:15,0
