"Time","{__name__=""gala_gopher_cpu_util_per"", cpu=""0"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", scenario=""customerDiskPressure""}","{__name__=""gala_gopher_cpu_util_per"", cpu=""1"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", scenario=""customerDiskPressure""}","{__name__=""gala_gopher_cpu_util_per"", cpu=""2"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", scenario=""customerDiskPressure""}","{__name__=""gala_gopher_cpu_util_per"", cpu=""3"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", scenario=""customerDiskPressure""}","{__name__=""gala_gopher_cpu_util_per"", cpu=""4"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", scenario=""customerDiskPressure""}","{__name__=""gala_gopher_cpu_util_per"", cpu=""5"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", scenario=""customerDiskPressure""}","{__name__=""gala_gopher_cpu_util_per"", cpu=""6"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", scenario=""customerDiskPressure""}","{__name__=""gala_gopher_cpu_util_per"", cpu=""7"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", scenario=""customerDiskPressure""}","{__name__=""gala_gopher_cpu_util_per"", cpu=""8"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", scenario=""customerDiskPressure""}","{__name__=""gala_gopher_cpu_util_per"", cpu=""9"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", scenario=""customerDiskPressure""}"
2025-05-19 23:07:00,2.24,2.01,1.61,1.38,1.82,1.42,1.77,1.20,0,0
2025-05-19 23:07:15,20.3,20.8,20.9,21.7,22.5,24.5,21.5,21.3,0,0
2025-05-19 23:07:30,20.3,20.8,20.9,21.7,22.5,24.5,21.5,21.3,0,0
2025-05-19 23:07:45,20.3,20.8,20.9,21.7,22.5,24.5,21.5,21.3,0,0
2025-05-19 23:08:00,20.3,20.8,20.9,21.7,22.5,24.5,21.5,21.3,0,0
2025-05-19 23:08:15,20.3,20.8,20.9,21.7,22.5,24.5,21.5,21.3,0,0
2025-05-19 23:08:30,25.0,24.4,25.2,30.4,39.5,36.3,35.2,30.7,0,0
2025-05-19 23:08:45,25.0,24.4,25.2,30.4,39.5,36.3,35.2,30.7,0,0
2025-05-19 23:09:00,25.0,24.4,25.2,30.4,39.5,36.3,35.2,30.7,0,0
2025-05-19 23:09:15,25.0,24.4,25.2,30.4,39.5,36.3,35.2,30.7,0,0
2025-05-19 23:09:30,21.4,21.8,25.5,28.7,33.8,24.3,30.5,30.3,0,0
2025-05-19 23:09:45,21.4,21.8,25.5,28.7,33.8,24.3,30.5,30.3,0,0
2025-05-19 23:10:00,21.4,21.8,25.5,28.7,33.8,24.3,30.5,30.3,0,0
2025-05-19 23:10:15,21.4,21.8,25.5,28.7,33.8,24.3,30.5,30.3,0,0
2025-05-19 23:10:30,20.5,20.8,23.9,29.2,25.6,24.2,28.1,29.3,0,0
2025-05-19 23:10:45,20.5,20.8,23.9,29.2,25.6,24.2,28.1,29.3,0,0
2025-05-19 23:11:00,20.5,20.8,23.9,29.2,25.6,24.2,28.1,29.3,0,0
2025-05-19 23:11:15,20.5,20.8,23.9,29.2,25.6,24.2,28.1,29.3,0,0
2025-05-19 23:11:30,24.5,26.5,25.0,28.0,33.1,29.3,35.4,24.0,0,0
2025-05-19 23:11:45,24.5,26.5,25.0,28.0,33.1,29.3,35.4,24.0,0,0
2025-05-19 23:12:00,24.5,26.5,25.0,28.0,33.1,29.3,35.4,24.0,0,0
2025-05-19 23:12:15,24.5,26.5,25.0,28.0,33.1,29.3,35.4,24.0,0,0
2025-05-19 23:12:30,21.9,23.5,24.5,35.0,37.6,30.9,37.8,29.6,0,0
2025-05-19 23:12:45,21.9,23.5,24.5,35.0,37.6,30.9,37.8,29.6,0,0
2025-05-19 23:13:00,21.9,23.5,24.5,35.0,37.6,30.9,37.8,29.6,0,0
2025-05-19 23:13:15,21.9,23.5,24.5,35.0,37.6,30.9,37.8,29.6,0,0
2025-05-19 23:13:30,21.5,27.4,24.5,38.4,36.4,33.3,39.6,35.4,0,0
2025-05-19 23:13:45,21.5,27.4,24.5,38.4,36.4,33.3,39.6,35.4,0,0
2025-05-19 23:14:00,21.5,27.4,24.5,38.4,36.4,33.3,39.6,35.4,0,0
2025-05-19 23:14:15,21.5,27.4,24.5,38.4,36.4,33.3,39.6,35.4,0,0
2025-05-19 23:14:30,25.3,29.6,27.2,35.3,40.5,42.1,41.9,44.3,0,0
2025-05-19 23:14:45,25.3,29.6,27.2,35.3,40.5,42.1,41.9,44.3,0,0
2025-05-19 23:15:00,25.3,29.6,27.2,35.3,40.5,42.1,41.9,44.3,0,0
2025-05-19 23:15:15,25.3,29.6,27.2,35.3,40.5,42.1,41.9,44.3,0,0
2025-05-19 23:15:30,28.0,28.6,26.8,46.6,44.6,47.4,43.7,44.9,0,0
2025-05-19 23:15:45,28.0,28.6,26.8,46.6,44.6,47.4,43.7,44.9,0,0
2025-05-19 23:16:00,28.0,28.6,26.8,46.6,44.6,47.4,43.7,44.9,0,0
2025-05-19 23:16:15,28.0,28.6,26.8,46.6,44.6,47.4,43.7,44.9,0,0
2025-05-19 23:16:30,23.4,33.0,27.3,50.0,49.5,50.3,45.4,46.1,0,0
2025-05-19 23:16:45,23.4,33.0,27.3,50.0,49.5,50.3,45.4,46.1,0,0
2025-05-19 23:17:00,23.4,33.0,27.3,50.0,49.5,50.3,45.4,46.1,0,0
2025-05-19 23:17:15,23.4,33.0,27.3,50.0,49.5,50.3,45.4,46.1,0,0
2025-05-19 23:17:30,30.8,31.6,31.9,53.6,53.8,51.2,48.9,53,0,0
2025-05-19 23:17:45,30.8,31.6,31.9,53.6,53.8,51.2,48.9,53,0,0
2025-05-19 23:18:00,30.8,31.6,31.9,53.6,53.8,51.2,48.9,53,0,0
2025-05-19 23:18:15,33.6,35.4,37.1,56.4,53.1,53.9,57.6,54.2,0,0
2025-05-19 23:18:30,33.6,35.4,37.1,56.4,53.1,53.9,57.6,54.2,0,0
2025-05-19 23:18:45,33.6,35.4,37.1,56.4,53.1,53.9,57.6,54.2,0,0
2025-05-19 23:19:00,33.6,35.4,37.1,56.4,53.1,53.9,57.6,54.2,0,0
2025-05-19 23:19:15,36.7,35.6,37.0,58.3,57.2,57.9,60.9,59.8,0,0
2025-05-19 23:19:30,36.7,35.6,37.0,58.3,57.2,57.9,60.9,59.8,0,0
2025-05-19 23:19:45,36.7,35.6,37.0,58.3,57.2,57.9,60.9,59.8,0,0
2025-05-19 23:20:00,36.7,35.6,37.0,58.3,57.2,57.9,60.9,59.8,0,0
2025-05-19 23:20:15,38.0,41.9,43.5,65.1,63.6,61.9,62.4,59.7,0,0
2025-05-19 23:20:30,38.0,41.9,43.5,65.1,63.6,61.9,62.4,59.7,0,0
2025-05-19 23:20:45,38.0,41.9,43.5,65.1,63.6,61.9,62.4,59.7,0,0
2025-05-19 23:21:00,38.0,41.9,43.5,65.1,63.6,61.9,62.4,59.7,0,0
2025-05-19 23:21:15,42.9,45.2,44.7,63.0,62.4,62.4,65,60.6,0,0
2025-05-19 23:21:30,42.9,45.2,44.7,63.0,62.4,62.4,65,60.6,0,0
2025-05-19 23:21:45,42.9,45.2,44.7,63.0,62.4,62.4,65,60.6,0,0
2025-05-19 23:22:00,42.9,45.2,44.7,63.0,62.4,62.4,65,60.6,0,0
2025-05-19 23:22:15,42.4,45.5,45.8,51.8,51.5,51.9,50.1,48.3,0,0
2025-05-19 23:22:30,42.4,45.5,45.8,51.8,51.5,51.9,50.1,48.3,0,0
2025-05-19 23:22:45,42.4,45.5,45.8,51.8,51.5,51.9,50.1,48.3,0,0
2025-05-19 23:23:00,42.4,45.5,45.8,51.8,51.5,51.9,50.1,48.3,0,0
2025-05-19 23:23:15,42.4,45.5,45.8,51.8,51.5,51.9,50.1,48.3,0,0
