"Time","{__name__=""gala_gopher_tcp_link_retran_packets"", client_ip=""172.25.0.4"", comm=""java"", container_id=""f90fed7babe0"", container_image=""petclinic-customers-service-chaos:latest"", container_name=""/customers-service"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", protocol=""10"", role=""server"", scenario=""jvmocache-fill-gatewayom"", server_ip=""172.25.0.6"", server_port=""8081"", tgid=""2606210""}"
2025-07-15 17:25:00,0
2025-07-15 17:25:15,0
2025-07-15 17:25:30,0
2025-07-15 17:25:45,0
2025-07-15 17:26:00,0
2025-07-15 17:26:15,0
2025-07-15 17:26:30,0
2025-07-15 17:26:45,0
2025-07-15 17:27:00,0
2025-07-15 17:27:15,0
2025-07-15 17:27:30,0
2025-07-15 17:27:45,0
2025-07-15 17:28:00,89
2025-07-15 17:28:15,89
2025-07-15 17:28:30,89
2025-07-15 17:28:45,89
2025-07-15 17:29:00,30
2025-07-15 17:29:15,30
2025-07-15 17:29:30,30
2025-07-15 17:29:45,30
2025-07-15 17:30:00,37
2025-07-15 17:30:15,37
2025-07-15 17:30:30,37
2025-07-15 17:30:45,37
2025-07-15 17:31:00,61
2025-07-15 17:31:15,61
2025-07-15 17:31:30,61
2025-07-15 17:31:45,61
2025-07-15 17:32:00,18
2025-07-15 17:32:15,18
2025-07-15 17:32:30,18
2025-07-15 17:32:45,18
2025-07-15 17:33:00,192
2025-07-15 17:33:15,192
2025-07-15 17:33:30,192
2025-07-15 17:33:45,192
2025-07-15 17:34:00,7
2025-07-15 17:34:15,7
2025-07-15 17:34:30,7
2025-07-15 17:34:45,7
2025-07-15 17:35:00,0
2025-07-15 17:35:15,0
2025-07-15 17:35:30,0
2025-07-15 17:35:45,0
2025-07-15 17:36:00,81
2025-07-15 17:36:15,81
2025-07-15 17:36:30,81
2025-07-15 17:36:45,81
2025-07-15 17:37:00,7
2025-07-15 17:37:15,7
2025-07-15 17:37:30,7
2025-07-15 17:37:45,7
2025-07-15 17:38:00,0
2025-07-15 17:38:15,0
2025-07-15 17:38:30,0
2025-07-15 17:38:45,0
2025-07-15 17:39:00,0
2025-07-15 17:39:15,0
2025-07-15 17:39:30,0
2025-07-15 17:39:45,0
2025-07-15 17:40:00,0
2025-07-15 17:40:15,0
2025-07-15 17:40:30,0
2025-07-15 17:40:45,0
2025-07-15 17:41:00,0
2025-07-15 17:41:15,0
2025-07-15 17:41:30,0
2025-07-15 17:41:45,0
2025-07-15 17:42:00,22
2025-07-15 17:42:15,22
2025-07-15 17:42:30,22
2025-07-15 17:42:45,22
2025-07-15 17:43:00,0
2025-07-15 17:43:15,0
2025-07-15 17:43:30,0
2025-07-15 17:43:45,0
2025-07-15 17:44:00,36
2025-07-15 17:44:15,36
2025-07-15 17:44:30,36
2025-07-15 17:44:45,36
2025-07-15 17:45:00,0
2025-07-15 17:45:15,0
2025-07-15 17:45:30,0
2025-07-15 17:45:45,0
2025-07-15 17:46:00,68
2025-07-15 17:46:15,68
2025-07-15 17:46:30,68
2025-07-15 17:46:45,68
2025-07-15 17:47:00,47
2025-07-15 17:47:15,47
2025-07-15 17:47:30,47
2025-07-15 17:47:45,47
2025-07-15 17:48:00,65
2025-07-15 17:48:15,65
2025-07-15 17:48:30,65
2025-07-15 17:48:45,65
2025-07-15 17:49:00,23
2025-07-15 17:49:15,23
2025-07-15 17:49:30,23
2025-07-15 17:49:45,23
2025-07-15 17:50:00,0
2025-07-15 17:50:15,0
2025-07-15 17:50:30,0
2025-07-15 17:50:45,0
2025-07-15 17:51:00,12
2025-07-15 17:51:15,12
2025-07-15 17:51:30,12
2025-07-15 17:51:45,12
2025-07-15 17:52:00,0
2025-07-15 17:52:15,0
2025-07-15 17:52:30,0
