Time,openeuler-home,openeuler-root,openeuler-swap,sda,source,Minutes
2025-05-17 16:59:45,8189952.0,2207744.0,0.0,4632576.0,DELAY,0.0
2025-05-17 17:00:00,8189952.0,2207744.0,0.0,4632576.0,DELAY,0.25
2025-05-17 17:00:15,8189952.0,2207744.0,0.0,4632576.0,DELAY,0.5
2025-05-17 17:00:30,8189952.0,2207744.0,0.0,4632576.0,DELAY,0.75
2025-05-17 17:00:45,1207296.0,1692672.0,0.0,3358720.0,DELAY,1.0
2025-05-17 17:01:00,546816.0,1692672.0,0.0,3358720.0,DELAY,1.25
2025-05-17 17:01:15,546816.0,1692672.0,0.0,3358720.0,DELAY,1.5
2025-05-17 17:01:30,546816.0,1692672.0,0.0,3358720.0,DELAY,1.75
2025-05-17 17:01:45,546816.0,3213312.0,0.0,5337088.0,DELAY,2.0
2025-05-17 17:02:00,729088.0,3213312.0,0.0,5337088.0,DELAY,2.25
2025-05-17 17:02:15,648192.0,4284416.0,0.0,5539641.822875092,DELAY,2.5
2025-05-17 17:02:30,648192.0,4284416.0,0.0,5574246.878875094,DELAY,2.75
2025-05-17 17:02:45,648192.0,4800512.0,0.0,5577555.546843445,DELAY,3.0
2025-05-17 17:03:00,648192.0,4800512.0,0.0,5871587.602417763,DELAY,3.25
2025-05-17 17:03:15,1139712.0,4800512.0,0.0,5904000.398425311,DELAY,3.5
2025-05-17 17:03:30,1519616.0,4800512.0,0.0,5919640.099756235,DELAY,3.75
2025-05-17 17:03:45,1519616.0,4771840.0,0.0,5950973.134422902,DELAY,4.0
2025-05-17 17:04:00,1519616.0,4771840.0,0.0,5926343.8879719,DELAY,4.25
2025-05-17 17:04:15,1216512.0,4758864.72797632,0.0,5988231.231202804,DELAY,4.5
2025-05-17 17:04:30,1216512.0,4762762.364547748,0.0,5961107.992595333,DELAY,4.75
2025-05-17 17:04:45,1216512.0,4801565.804386264,0.0,5988950.133975999,DELAY,5.0
2025-05-17 17:05:00,1216512.0,4799080.9779185075,0.0,5970871.2238606885,DELAY,5.25
2025-05-17 17:05:15,1388544.0,4798052.16681363,0.0,5953866.239029659,DELAY,5.5
2025-05-17 17:05:30,1327597.145396767,4812086.355250379,0.0,5949123.071029658,DELAY,5.75
2025-05-17 17:05:45,1332180.124558603,4812086.355250379,0.0,5950558.2314106105,DELAY,6.0
2025-05-17 17:06:00,1320553.3359871744,4788994.555726019,0.0,5942475.848172517,DELAY,6.25
2025-05-17 17:06:15,1315493.3360095178,4795016.824611773,0.0,5925354.974608642,DELAY,6.5
2025-05-17 17:06:30,1252494.364875015,4795016.824611773,0.0,5919789.875941974,DELAY,6.75
2025-05-17 17:06:45,1106966.263419916,4795016.824611773,0.0,5919789.875941974,DELAY,7.0
