minutes,memory_mem_available,memory_source,memory_mem_cache,memory_source,memory_mem_util,memory_source
2025-07-16 19:00:15,16636156,oom,4391060,oom,33.55,oom
2025-07-16 19:00:30,16636156,oom,4391060,oom,33.55,oom
2025-07-16 19:00:45,16636156,oom,4391060,oom,33.55,oom
2025-07-16 19:01:00,15419278,oom,4392860,oom,34.6,oom
2025-07-16 19:01:15,15562341,oom,4393292,oom,34.6,oom
2025-07-16 19:01:30,15487589,oom,4393341,oom,34.6,oom
2025-07-16 19:01:45,15198693,oom,4392991,oom,37.5588569832945,oom
2025-07-16 19:02:00,15137709,oom,4393195,oom,37.5534543858919,oom
2025-07-16 19:02:15,14941234,oom,4394121,oom,38.01888962565213,oom
2025-07-16 19:02:30,14770177,oom,4395191,oom,38.09993883200133,oom
2025-07-16 19:02:45,14562170,oom,4395798,oom,38.30805142635143,oom
2025-07-16 19:03:00,14511788,oom,4397649,oom,38.3,oom
2025-07-16 19:03:15,14329780,oom,4400621,oom,38.3,oom
2025-07-16 19:03:30,14244728,oom,4401318,oom,38.3,oom
2025-07-16 19:03:45,14135921,oom,4401149,oom,38.3,oom
2025-07-16 19:04:00,14108215,oom,4401238,oom,39.0,oom
2025-07-16 19:04:15,13969176,oom,4401559,oom,41.7,oom
2025-07-16 19:04:30,13877922,oom,4402328,oom,41.7,oom
2025-07-16 19:04:45,13722235,oom,4402972,oom,41.7,oom
2025-07-16 19:05:00,13710877,oom,4403633,oom,42.74034689477188,oom
2025-07-16 19:05:15,13491047,oom,4404434,oom,43.24780304189274,oom
2025-07-16 19:05:30,13411056,oom,4404844,oom,43.46510721125279,oom
2025-07-16 19:05:45,13343429,oom,4405455,oom,43.799415882614106,oom
2025-07-16 19:06:00,13301963,oom,4405681,oom,44.0302459849679,oom
2025-07-16 19:06:15,13025322,oom,4406708,oom,45.39744107328601,oom
2025-07-16 19:06:30,12806113,oom,4407252,oom,46.21563999131243,oom
2025-07-16 19:06:45,12764968,oom,4406934,oom,46.07579121889204,oom
2025-07-16 19:07:00,12764968,oom,4407467,oom,46.08800788555871,oom
2025-07-16 19:07:15,12778407,oom,4408167,oom,46.11492123498705,oom
2025-07-16 19:07:30,12778407,oom,4408578,oom,46.24149054623136,oom
2025-07-16 19:07:45,12764968,oom,4409201,oom,46.29495920923503,oom
2025-07-16 19:08:00,12763538,oom,4409527,oom,46.28843925974007,oom
2025-07-16 19:08:15,12760056,oom,4410011,oom,46.298579086579885,oom
2025-07-16 19:08:30,12698786,oom,4410372,oom,46.34349232611813,oom
2025-07-16 19:08:45,12659807,oom,4410924,oom,46.41969907214988,oom
2025-07-16 19:09:00,12647972,oom,4411100,oom,46.55492794327876,oom
2025-07-16 19:09:15,12453246,oom,4411541,oom,47.09609557037389,oom
2025-07-16 19:09:30,12382858,oom,4411865,oom,47.47283234837059,oom
2025-07-16 19:09:45,12319558,oom,4412560,oom,47.66710626318124,oom
2025-07-16 19:10:00,12315635,oom,4412651,oom,47.72473101065599,oom
2025-07-16 19:10:15,12281316,oom,4413378,oom,48.0342707536744,oom
2025-07-16 19:10:30,12252952,oom,4413879,oom,48.22675355894105,oom
2025-07-16 19:10:45,12177184,oom,4414442,oom,48.38830157897658,oom
2025-07-16 19:11:00,12164408,oom,4414558,oom,48.46316982461982,oom
2025-07-16 19:11:15,12058037,oom,4415029,oom,48.80966659729161,oom
2025-07-16 19:11:30,12045019,oom,4415527,oom,48.959645781995775,oom
2025-07-16 19:11:45,11981969,oom,4415753,oom,49.11413730101598,oom
2025-07-16 19:12:00,11974672,oom,4415853,oom,49.17309410254777,oom
2025-07-16 19:12:15,11847367,oom,4416617,oom,49.88018013734632,oom
2025-07-16 19:12:30,11782978,oom,4417089,oom,50.152388151064606,oom
2025-07-16 19:12:45,11737831,oom,4417386,oom,50.29212941658013,oom
2025-07-16 19:13:00,11737831,oom,4417452,oom,50.29093497213568,oom
2025-07-16 19:13:15,11739888,oom,4417807,oom,50.29641628526699,oom
2025-07-16 19:13:30,11739888,oom,4418267,oom,50.30897184082255,oom
2025-07-16 19:13:45,11737831,oom,4418378,oom,50.31369406304478,oom
2025-07-16 19:14:00,11737831,oom,4418411,oom,50.31189103274175,oom
2025-07-16 19:14:15,11723635,oom,4418968,oom,50.31860531845604,oom
2025-07-16 19:14:30,11689270,oom,4418256,oom,50.34213865178938,oom
2025-07-16 19:14:45,11668508,oom,4416209,oom,50.36308600770143,oom
2025-07-16 19:15:00,11667018,oom,4415697,oom,50.43748266375781,oom
2025-07-16 19:15:15,11570925,oom,4410207,oom,50.88116084054835,oom
2025-07-16 19:15:30,11492737,oom,4409438,oom,51.22480098614836,oom
2025-07-16 19:15:45,11478305,oom,4410043,oom,51.24225805308726,oom
2025-07-16 19:16:00,11478305,oom,4410057,oom,51.26557796234467,oom
2025-07-16 19:16:15,11480586,oom,4410522,oom,51.21928290978027,oom
2025-07-16 19:16:30,11482042,oom,4410841,oom,51.21121734245286,oom
2025-07-16 19:16:45,11482761,oom,4411218,oom,51.255453117886574,oom
2025-07-16 19:17:00,11475541,oom,4411286,oom,51.29037622321149,oom
2025-07-16 19:17:15,11473778,oom,4411671,oom,51.48360931742838,oom
2025-07-16 19:17:30,11466938,oom,4411877,oom,51.636199143830055,oom
2025-07-16 19:17:45,11459392,oom,4412104,oom,51.62686520277112,oom
2025-07-16 19:18:00,11459392,oom,4412223,oom,51.63069853610445,oom
2025-07-16 19:18:15,11452656,oom,4412937,oom,51.636081869437774,oom
2025-07-16 19:18:30,11452656,oom,4413314,oom,51.63674853610444,oom
2025-07-16 19:18:45,11456731,oom,4413628,oom,51.63649853610445,oom
2025-07-16 19:19:00,11456731,oom,4413735,oom,51.649244776705935,oom
2025-07-16 19:19:15,11456012,oom,4414160,oom,51.69761662242553,oom
2025-07-16 19:19:30,11451263,oom,4414458,oom,51.71845013613405,oom
2025-07-16 19:19:45,11451981,oom,4414795,oom,51.72820516721409,oom
2025-07-16 19:20:00,11451981,oom,4414875,oom,51.73141945292838,oom
2025-07-16 19:20:15,11452648,oom,4415297,oom,51.732146725655646,oom
2025-07-16 19:20:30,11452648,oom,4415719,oom,51.7327395827985,oom
2025-07-16 19:20:45,11451981,oom,4415956,oom,51.73974315422708,oom
2025-07-16 19:21:00,11451981,oom,4416015,oom,51.74929910660804,oom
2025-07-16 19:21:15,11441549,oom,4416504,oom,51.83202247082552,oom
2025-07-16 19:21:30,11406634,oom,4416776,oom,51.9123727626089,oom
2025-07-16 19:21:45,11394390,oom,4417006,oom,51.976243994155126,oom
2025-07-16 19:22:00,11390460,oom,4417179,oom,51.99330827986942,oom
2025-07-16 19:22:15,11277142,oom,4417709,oom,52.28605005468386,oom
2025-07-16 19:22:30,11223717,oom,4418188,oom,52.425343249569465,oom
2025-07-16 19:22:45,11221224,oom,4418054,oom,52.580208493067815,oom
2025-07-16 19:23:00,11213315,oom,4418225,oom,52.60151241463644,oom
2025-07-16 19:23:15,11184243,oom,4418646,oom,52.79913670363005,oom
2025-07-16 19:23:30,11176983,oom,4418850,oom,52.92452148208688,oom
2025-07-16 19:23:45,11180583,oom,4418717,oom,52.92933116097009,oom
2025-07-16 19:24:00,11180583,oom,4418818,oom,52.94187795584188,oom
2025-07-16 19:24:15,11185939,oom,4419600,oom,52.94187795584188,oom
2025-07-16 19:24:30,11186564,oom,4419780,oom,52.94604938441331,oom
2025-07-16 19:24:45,11169266,oom,4419691,oom,52.9460584753224,oom
2025-07-16 19:25:00,11166920,oom,4419846,oom,52.95383625310019,oom
2025-07-16 19:25:15,11173076,oom,4420674,oom,53.03266277461788,oom
2025-07-16 19:25:30,11156310,oom,4420791,oom,53.07635169520023,oom
2025-07-16 19:25:45,11143713,oom,4420545,oom,53.11894451626805,oom
2025-07-16 19:26:00,11143713,oom,4420526,oom,53.13303657976012,oom
2025-07-16 19:26:15,11112793,oom,4420750,oom,53.2226385142635,oom
2025-07-16 19:26:30,11091198,oom,4420754,oom,53.38842575953456,oom
2025-07-16 19:26:45,11070801,oom,4420399,oom,53.4976879190744,oom
2025-07-16 19:27:00,11065557,oom,4420587,oom,53.606070866355886,oom
2025-07-16 19:27:15,10929546,oom,4421070,oom,53.950181516033,oom
2025-07-16 19:27:30,10929546,oom,4421227,oom,54.17932769485418,oom
2025-07-16 19:27:45,10917001,oom,4421575,oom,54.37905326128121,oom
2025-07-16 19:28:00,10895820,oom,4421912,oom,54.38033381683677,oom
2025-07-16 19:28:15,10895820,oom,4422262,oom,54.38427400997694,oom
2025-07-16 19:28:30,10895820,oom,4422659,oom,54.43210961603754,oom
2025-07-16 19:28:45,10895820,oom,4422801,oom,54.488714072692,oom
2025-07-16 19:29:00,10836990,oom,4422961,oom,54.50605931078724,oom
2025-07-16 19:29:15,10836990,oom,4423266,oom,54.71482900498195,oom
2025-07-16 19:29:30,10836990,oom,4423381,oom,55.17734523874819,oom
2025-07-16 19:29:45,10773684,oom,4423499,oom,55.43904016088951,oom
