Time,openeuler-home,openeuler-root,openeuler-swap,sda,source,Minutes
2025-05-17 16:59:45,0.0,0.0,0.0,0.0,DELAY,0.0
2025-05-17 17:00:00,0.0,0.0,0.0,0.0,DELAY,0.25
2025-05-17 17:00:15,0.0,0.0,0.0,0.0,DELAY,0.5
2025-05-17 17:00:30,0.0,0.0,0.0,0.0,DELAY,0.75
2025-05-17 17:00:45,0.0,0.0,0.0,0.0,DELAY,1.0
2025-05-17 17:01:00,0.0,0.0,0.0,0.0,DELAY,1.25
2025-05-17 17:01:15,0.0,0.0,0.0,0.0,DELAY,1.5
2025-05-17 17:01:30,0.0,0.0,0.0,0.0,DELAY,1.75
2025-05-17 17:01:45,0.0,0.0,0.0,0.0,DELAY,2.0
2025-05-17 17:02:00,0.0,0.0,0.0,0.0,DELAY,2.25
2025-05-17 17:02:15,0.0,72.82323982903398,0.0,3658.633875665789,DELAY,2.5
2025-05-17 17:02:30,0.0,72.82323982903398,0.0,330.976637172066,DELAY,2.75
2025-05-17 17:02:45,0.0,72.82323982903398,0.0,330.976637172066,DELAY,3.0
2025-05-17 17:03:00,0.0,72.82323982903398,0.0,330.976637172066,DELAY,3.25
2025-05-17 17:03:15,0.0,72.82323982903398,0.0,330.976637172066,DELAY,3.5
2025-05-17 17:03:30,0.0,72.82323982903398,0.0,330.976637172066,DELAY,3.75
2025-05-17 17:03:45,0.0,72.82323982903398,0.0,330.976637172066,DELAY,4.0
2025-05-17 17:04:00,0.0,72.82323982903398,0.0,330.976637172066,DELAY,4.25
2025-05-17 17:04:15,0.0,72.82323982903398,0.0,330.976637172066,DELAY,4.5
2025-05-17 17:04:30,0.0,72.82323982903398,0.0,330.976637172066,DELAY,4.75
2025-05-17 17:04:45,0.0,72.82323982903398,0.0,330.976637172066,DELAY,5.0
2025-05-17 17:05:00,0.0,72.82323982903398,0.0,330.976637172066,DELAY,5.25
2025-05-17 17:05:15,0.0,72.82323982903398,0.0,330.976637172066,DELAY,5.5
2025-05-17 17:05:30,0.0,72.82323982903398,0.0,330.976637172066,DELAY,5.75
2025-05-17 17:05:45,0.0,72.82323982903398,0.0,330.976637172066,DELAY,6.0
