minutes,tcp_customers_service,tcp_source,tcp_Minutes,tcp_Minutes,tcp_source,tcp_SRTT_cumulative,tcp_vets_service,tcp_source,tcp_Minutes,tcp_visits_service,tcp_source,tcp_Minutes
60.25,0.0,OOM,60.25,60.25,OOM,3770.477771834544,0.0,OOM,60.25,0.0,OOM,60.25
60.5,0.0,OOM,60.5,60.5,OOM,3772.960532653029,0.0,OOM,60.5,0.0,OOM,60.5
60.75,44.0,OOM,60.75,60.75,OOM,4004.388640130209,0.0,OOM,60.75,0.0,OOM,60.75
61.0,44.0,OOM,61.0,61.0,OOM,3988.75765340234,0.0,OOM,61.0,0.0,OOM,61.0
61.25,44.0,OOM,61.25,61.25,OOM,4021.9571507730175,0.0,OOM,61.25,0.0,OOM,61.25
61.5,44.0,OOM,61.5,61.5,OOM,3857.0197986058074,0.0,OOM,61.5,0.0,OOM,61.5
61.75,0.0,OOM,61.75,61.75,OOM,3613.243004036872,0.0,OOM,61.75,0.0,OOM,61.75
62.0,0.0,OOM,62.0,62.0,OOM,3551.490700766079,0.0,OOM,62.0,0.0,OOM,62.0
62.25,0.0,OOM,62.25,62.25,OOM,3542.079081789031,0.0,OOM,62.25,0.0,OOM,62.25
62.5,0.0,OOM,62.5,62.5,OOM,3736.095634265151,0.0,OOM,62.5,0.0,OOM,62.5
62.75,94.0,OOM,62.75,62.75,OOM,3825.841904124469,0.0,OOM,62.75,0.0,OOM,62.75
63.0,94.0,OOM,63.0,63.0,OOM,3735.646026897925,0.0,OOM,63.0,0.0,OOM,63.0
63.25,94.0,OOM,63.25,63.25,OOM,3739.873868827078,0.0,OOM,63.25,0.0,OOM,63.25
63.5,94.0,OOM,63.5,63.5,OOM,3693.167387875455,0.0,OOM,63.5,0.0,OOM,63.5
63.75,0.0,OOM,63.75,63.75,OOM,3490.5068487068493,0.0,OOM,63.75,0.0,OOM,63.75
64.0,0.0,OOM,64.0,64.0,OOM,3603.2446304341865,0.0,OOM,64.0,0.0,OOM,64.0
64.25,0.0,OOM,64.25,64.25,OOM,3621.415050584941,0.0,OOM,64.25,0.0,OOM,64.25
64.5,0.0,OOM,64.5,64.5,OOM,3933.853282905985,0.0,OOM,64.5,0.0,OOM,64.5
64.75,0.0,OOM,64.75,64.75,OOM,4417.965257936509,0.0,OOM,64.75,0.0,OOM,64.75
65.0,0.0,OOM,65.0,65.0,OOM,4310.815363724782,0.0,OOM,65.0,0.0,OOM,65.0
65.25,0.0,OOM,65.25,65.25,OOM,4323.554522988585,0.0,OOM,65.25,0.0,OOM,65.25
65.5,0.0,OOM,65.5,65.5,OOM,4169.319685308498,0.0,OOM,65.5,0.0,OOM,65.5
65.75,0.0,OOM,65.75,65.75,OOM,4033.7332799782894,0.0,OOM,65.75,0.0,OOM,65.75
66.0,0.0,OOM,66.0,66.0,OOM,4055.36260954786,0.0,OOM,66.0,0.0,OOM,66.0
66.25,0.0,OOM,66.25,66.25,OOM,4047.3838870062928,0.0,OOM,66.25,0.0,OOM,66.25
66.5,0.0,OOM,66.5,66.5,OOM,4129.287084054833,0.0,OOM,66.5,0.0,OOM,66.5
66.75,0.0,OOM,66.75,66.75,OOM,4323.463613289761,0.0,OOM,66.75,0.0,OOM,66.75
67.0,0.0,OOM,67.0,67.0,OOM,4472.202289215687,0.0,OOM,67.0,0.0,OOM,67.0
67.25,0.0,OOM,67.25,67.25,OOM,4446.055395676999,0.0,OOM,67.25,0.0,OOM,67.25
67.5,0.0,OOM,67.5,67.5,OOM,4281.230316059756,0.0,OOM,67.5,0.0,OOM,67.5
67.75,0.0,OOM,67.75,67.75,OOM,4357.752110068817,0.0,OOM,67.75,0.0,OOM,67.75
68.0,0.0,OOM,68.0,68.0,OOM,4290.117804750804,0.0,OOM,68.0,0.0,OOM,68.0
68.25,0.0,OOM,68.25,68.25,OOM,4266.600049136594,0.0,OOM,68.25,0.0,OOM,68.25
68.5,0.0,OOM,68.5,68.5,OOM,4099.623853399523,0.0,OOM,68.5,0.0,OOM,68.5
68.75,0.0,OOM,68.75,68.75,OOM,4098.421020206628,0.0,OOM,68.75,0.0,OOM,68.75
69.0,0.0,OOM,69.0,69.0,OOM,4140.347332910379,0.0,OOM,69.0,0.0,OOM,69.0
69.25,0.0,OOM,69.25,69.25,OOM,4138.809643147546,0.0,OOM,69.25,0.0,OOM,69.25
69.5,0.0,OOM,69.5,69.5,OOM,4177.892410894659,0.0,OOM,69.5,0.0,OOM,69.5
69.75,0.0,OOM,69.75,69.75,OOM,4402.566867859264,0.0,OOM,69.75,0.0,OOM,69.75
70.0,0.0,OOM,70.0,70.0,OOM,4413.363147485404,0.0,OOM,70.0,0.0,OOM,70.0
70.25,0.0,OOM,70.25,70.25,OOM,4184.719271727112,0.0,OOM,70.25,0.0,OOM,70.25
70.5,0.0,OOM,70.5,70.5,OOM,4048.324432539681,0.0,OOM,70.5,0.0,OOM,70.5
70.75,0.0,OOM,70.75,70.75,OOM,3944.852688946111,0.0,OOM,70.75,0.0,OOM,70.75
71.0,0.0,OOM,71.0,71.0,OOM,3907.7610425934186,0.0,OOM,71.0,0.0,OOM,71.0
71.25,0.0,OOM,71.25,71.25,OOM,3904.3106237253687,0.0,OOM,71.25,0.0,OOM,71.25
71.5,0.0,OOM,71.5,71.5,OOM,3819.73957796237,0.0,OOM,71.5,0.0,OOM,71.5
71.75,0.0,OOM,71.75,71.75,OOM,3731.1756499624025,0.0,OOM,71.75,0.0,OOM,71.75
72.0,0.0,OOM,72.0,72.0,OOM,3702.0761857794087,0.0,OOM,77.0,0.0,OOM,72.0
72.25,0.0,OOM,72.25,72.25,OOM,3717.567307720281,0.0,OOM,77.25,0.0,OOM,72.25
72.5,0.0,OOM,72.5,72.5,OOM,3761.908101807506,0.0,OOM,77.5,0.0,OOM,72.5
72.75,0.0,OOM,72.75,72.75,OOM,3647.588463221479,0.0,OOM,77.75,0.0,OOM,72.75
73.0,0.0,OOM,73.0,73.0,OOM,3732.4053692692655,0.0,OOM,78.0,0.0,OOM,73.0
73.25,0.0,OOM,73.25,73.25,OOM,3729.964047840695,0.0,OOM,78.25,0.0,OOM,73.25
73.5,0.0,OOM,73.5,73.5,OOM,3823.422766722167,0.0,OOM,78.5,0.0,OOM,73.5
73.75,0.0,OOM,73.75,73.75,OOM,3945.747527472527,0.0,OOM,78.75,0.0,OOM,73.75
74.0,0.0,OOM,74.0,74.0,OOM,3951.637497378657,0.0,OOM,79.0,0.0,OOM,74.0
74.25,0.0,OOM,74.25,74.25,OOM,3929.251408740823,0.0,OOM,79.25,0.0,OOM,74.25
74.5,0.0,OOM,74.5,74.5,OOM,4000.719632203635,0.0,OOM,79.5,0.0,OOM,74.5
74.75,171.0,OOM,74.75,74.75,OOM,4034.319596640461,0.0,OOM,79.75,0.0,OOM,74.75
75.0,171.0,OOM,75.0,75.0,OOM,4069.915495902414,0.0,OOM,80.0,0.0,OOM,75.0
75.25,171.0,OOM,75.25,75.25,OOM,4057.7549753759854,0.0,OOM,80.25,0.0,OOM,75.25
75.5,171.0,OOM,75.5,75.5,OOM,4050.1299507020753,0.0,OOM,80.5,0.0,OOM,75.5
75.75,0.0,OOM,75.75,75.75,OOM,4185.407640377869,0.0,OOM,80.75,0.0,OOM,75.75
76.0,0.0,OOM,76.0,76.0,OOM,4244.354201525054,0.0,OOM,81.0,0.0,OOM,76.0
76.25,0.0,OOM,76.25,76.25,OOM,4157.212732683984,0.0,OOM,81.25,0.0,OOM,76.25
76.5,0.0,OOM,76.5,76.5,OOM,4050.153006105008,0.0,OOM,81.5,0.0,OOM,76.5
76.75,0.0,OOM,76.75,76.75,OOM,3802.772130952381,0.0,OOM,81.75,0.0,OOM,76.75
77.0,0.0,OOM,77.0,77.0,OOM,3849.527121252486,0.0,OOM,82.0,0.0,OOM,77.0
77.25,0.0,OOM,77.25,77.25,OOM,3829.897802659708,0.0,OOM,82.25,0.0,OOM,77.25
77.5,0.0,OOM,77.5,77.5,OOM,3973.1375119047607,0.0,OOM,82.5,0.0,OOM,77.5
77.75,0.0,OOM,77.75,77.75,OOM,4233.313826479076,0.0,OOM,82.75,0.0,OOM,77.75
78.0,0.0,OOM,78.0,78.0,OOM,4186.542747368101,0.0,OOM,83.0,0.0,OOM,78.0
78.25,0.0,OOM,78.25,78.25,OOM,4184.281073870575,0.0,OOM,83.25,0.0,OOM,78.25
78.5,0.0,OOM,78.5,78.5,OOM,3999.9706682484175,0.0,OOM,83.5,0.0,OOM,78.5
78.75,0.0,OOM,78.75,78.75,OOM,3964.578206983629,0.0,OOM,83.75,0.0,OOM,78.75
79.0,0.0,OOM,79.0,79.0,OOM,3921.398295136573,0.0,OOM,84.0,0.0,OOM,79.0
79.25,0.0,OOM,79.25,79.25,OOM,3905.390285277868,0.0,OOM,84.25,0.0,OOM,79.25
79.5,0.0,OOM,79.5,79.5,OOM,3983.588072150073,0.0,OOM,84.5,0.0,OOM,79.5
79.75,0.0,OOM,79.75,79.75,OOM,4108.69892663328,0.0,OOM,84.75,0.0,OOM,79.75
80.0,0.0,OOM,80.0,80.0,OOM,4110.940259243322,0.0,OOM,85.0,0.0,OOM,80.0
80.25,0.0,OOM,80.25,80.25,OOM,4099.549649116851,0.0,OOM,85.25,0.0,OOM,80.25
80.5,0.0,OOM,80.5,80.5,OOM,3734.616201520702,0.0,OOM,85.5,0.0,OOM,80.5
80.75,0.0,OOM,80.75,80.75,OOM,3493.304571459941,0.0,OOM,85.75,0.0,OOM,80.75
81.0,0.0,OOM,81.0,81.0,OOM,3441.704450788946,0.0,OOM,86.0,0.0,OOM,81.0
81.25,0.0,OOM,81.25,81.25,OOM,3466.8486279485646,0.0,OOM,86.25,0.0,OOM,81.25
81.5,0.0,OOM,81.5,81.5,OOM,3540.58353237928,0.0,OOM,86.5,0.0,OOM,81.5
81.75,0.0,OOM,81.75,81.75,OOM,3668.668890356037,0.0,OOM,86.75,0.0,OOM,81.75
82.0,0.0,OOM,82.0,82.0,OOM,3718.936658823593,0.0,OOM,87.0,0.0,OOM,82.0
82.25,0.0,OOM,82.25,82.25,OOM,3702.425010341935,0.0,OOM,87.25,0.0,OOM,82.25
82.5,0.0,OOM,82.5,82.5,OOM,3749.072335233072,0.0,OOM,87.5,0.0,OOM,82.5
82.75,0.0,OOM,82.75,82.75,OOM,3737.7197614996167,0.0,OOM,87.75,0.0,OOM,82.75
83.0,0.0,OOM,83.0,83.0,OOM,3803.098394681505,0.0,OOM,88.0,0.0,OOM,83.0
83.25,0.0,OOM,83.25,83.25,OOM,3835.198953922168,0.0,OOM,88.25,0.0,OOM,83.25
83.5,0.0,OOM,83.5,83.5,OOM,3820.116575373456,0.0,OOM,88.5,0.0,OOM,83.5
83.75,0.0,OOM,83.75,83.75,OOM,3942.719678318701,0.0,OOM,88.75,0.0,OOM,83.75
84.0,0.0,OOM,84.0,84.0,OOM,3712.149570686628,0.0,OOM,89.0,0.0,OOM,84.0
84.25,0.0,OOM,84.25,84.25,OOM,3739.024761825292,0.0,OOM,89.25,0.0,OOM,84.25
84.5,0.0,OOM,84.5,84.5,OOM,3654.424386414566,0.0,OOM,89.5,0.0,OOM,84.5
84.75,0.0,OOM,84.75,84.75,OOM,3422.377503968254,0.0,OOM,89.75,0.0,OOM,84.75
85.0,0.0,OOM,85.0,85.0,OOM,3529.063251210826,0.0,OOM,90.0,0.0,OOM,85.0
85.25,0.0,OOM,85.25,85.25,OOM,3514.8205912775006,0.0,OOM,90.25,0.0,OOM,85.25
85.5,0.0,OOM,85.5,85.5,OOM,3492.305326729552,0.0,OOM,90.5,0.0,OOM,85.5
85.75,0.0,OOM,85.75,85.75,OOM,3558.6998865089017,0.0,OOM,90.75,0.0,OOM,85.75
86.0,0.0,OOM,86.0,86.0,OOM,3748.164736581147,0.0,OOM,91.0,0.0,OOM,86.0
86.25,0.0,OOM,86.25,86.25,OOM,3730.2534377160423,0.0,OOM,91.25,0.0,OOM,86.25
86.5,0.0,OOM,86.5,86.5,OOM,3625.480843905615,0.0,OOM,91.5,0.0,OOM,86.5
86.75,0.0,OOM,86.75,86.75,OOM,3491.1762307428394,0.0,OOM,91.75,0.0,OOM,86.75
87.0,0.0,OOM,87.0,87.0,OOM,3475.7828463958467,0.0,OOM,92.0,0.0,OOM,87.0
87.25,0.0,OOM,87.25,87.25,OOM,3479.0446001912974,0.0,OOM,92.25,0.0,OOM,87.25
87.5,0.0,OOM,87.5,87.5,OOM,3739.874603174604,0.0,OOM,92.5,0.0,OOM,87.5
87.75,0.0,OOM,87.75,87.75,OOM,3909.7551937543135,0.0,OOM,92.75,0.0,OOM,87.75
88.0,0.0,OOM,88.0,88.0,OOM,3961.505339689736,0.0,OOM,93.0,0.0,OOM,88.0
88.25,0.0,OOM,88.25,88.25,OOM,3952.4912143563192,0.0,OOM,93.25,0.0,OOM,88.25
88.5,0.0,OOM,88.5,88.5,OOM,3662.486032328783,0.0,OOM,93.5,0.0,OOM,88.5
88.75,0.0,OOM,88.75,88.75,OOM,3383.683317460317,0.0,OOM,93.75,0.0,OOM,88.75
89.0,15.0,OOM,89.0,89.0,OOM,3142.0789841269834,0.0,OOM,94.0,0.0,OOM,89.0
89.25,15.0,OOM,89.25,89.25,OOM,3121.476569907413,0.0,OOM,94.25,0.0,OOM,89.25
89.5,15.0,OOM,89.5,89.5,OOM,3140.866763787268,0.0,OOM,94.5,0.0,OOM,89.5
89.75,15.0,OOM,89.75,89.75,OOM,3225.8575570806006,0.0,OOM,94.75,0.0,OOM,89.75
90.0,0.0,OOM,90.0,90.0,OOM,3373.7375126401366,0.0,OOM,95.0,0.0,OOM,90.0
90.25,0.0,OOM,90.25,90.25,OOM,3365.853020614366,0.0,OOM,95.25,0.0,OOM,90.25
90.5,0.0,OOM,90.5,90.5,OOM,3553.4224328051178,0.0,OOM,95.5,0.0,OOM,90.5
90.75,0.0,OOM,90.75,90.75,OOM,3850.130727855479,0.0,OOM,95.75,0.0,OOM,90.75
91.0,0.0,OOM,91.0,91.0,OOM,3909.939597100967,0.0,OOM,96.0,0.0,OOM,91.0
91.25,0.0,OOM,91.25,91.25,OOM,3923.2614210194906,0.0,OOM,96.25,0.0,OOM,91.25
91.5,0.0,OOM,91.5,91.5,OOM,3794.0266514224086,0.0,OOM,96.5,0.0,OOM,91.5
91.75,0.0,OOM,91.75,91.75,OOM,3682.180376636706,0.0,OOM,96.75,0.0,OOM,91.75
92.0,12.0,OOM,92.0,92.0,OOM,3488.1435464413053,0.0,OOM,97.0,0.0,OOM,92.0
92.25,12.0,OOM,92.25,92.25,OOM,3479.737801218802,0.0,OOM,97.25,0.0,OOM,92.25
92.5,12.0,OOM,92.5,92.5,OOM,3405.986843438725,0.0,OOM,97.5,0.0,OOM,92.5
92.75,12.0,OOM,92.75,92.75,OOM,2982.3284240233725,0.0,OOM,97.75,0.0,OOM,92.75
93.0,0.0,OOM,93.0,93.0,OOM,2874.2525589440074,0.0,OOM,98.0,0.0,OOM,93.0
93.25,0.0,OOM,93.25,93.25,OOM,2896.194611111111,0.0,OOM,98.25,0.0,OOM,93.25
93.5,0.0,OOM,93.5,93.5,OOM,3113.450927655677,0.0,OOM,98.5,0.0,OOM,93.5
93.75,0.0,OOM,93.75,93.75,OOM,3102.813355963107,0.0,OOM,98.75,0.0,OOM,93.75
94.0,0.0,OOM,94.0,94.0,OOM,3228.46638095238,0.0,OOM,99.0,0.0,OOM,94.0
94.25,0.0,OOM,94.25,94.25,OOM,3219.323353146852,0.0,OOM,99.25,0.0,OOM,94.25
94.5,0.0,OOM,94.5,94.5,OOM,3310.5410016927526,0.0,OOM,99.5,0.0,OOM,94.5
94.75,0.0,OOM,94.75,94.75,OOM,3424.3611670820223,0.0,OOM,99.75,0.0,OOM,94.75
95.0,179.0,OOM,95.0,95.0,OOM,3517.4118644172354,0.0,OOM,100.0,0.0,OOM,95.0
95.25,179.0,OOM,95.25,95.25,OOM,3500.0557083171816,0.0,OOM,100.25,0.0,OOM,95.25
95.5,179.0,OOM,95.5,95.5,OOM,3300.3508876123315,0.0,OOM,100.5,0.0,OOM,95.5
95.75,179.0,OOM,95.75,95.75,OOM,3247.4097500131447,0.0,OOM,100.75,0.0,OOM,95.75
96.0,6.0,OOM,96.0,96.0,OOM,2913.0047308590106,0.0,OOM,101.0,0.0,OOM,96.0
96.25,6.0,OOM,96.25,96.25,OOM,2865.0004570494866,0.0,OOM,101.25,0.0,OOM,96.25
96.5,6.0,OOM,96.5,96.5,OOM,3267.7034642857143,0.0,OOM,101.5,0.0,OOM,96.5
96.75,6.0,OOM,96.75,96.75,OOM,3430.292928571428,0.0,OOM,101.75,0.0,OOM,96.75
97.0,40.0,OOM,97.0,97.0,OOM,4071.729575396824,0.0,OOM,102.0,0.0,OOM,97.0
97.25,40.0,OOM,97.25,97.25,OOM,4111.845762626263,0.0,OOM,102.25,0.0,OOM,97.25
97.5,40.0,OOM,97.5,97.5,OOM,4081.076934676435,0.0,OOM,102.5,0.0,OOM,97.5
97.75,40.0,OOM,97.75,97.75,OOM,4034.6418809523816,0.0,OOM,102.75,0.0,OOM,97.75
98.0,20.0,OOM,98.0,98.0,OOM,3989.5377520885545,0.0,OOM,105.0,0.0,OOM,98.0
98.25,20.0,OOM,98.25,98.25,OOM,3960.314159387471,0.0,OOM,105.25,0.0,OOM,98.25
98.5,20.0,OOM,98.5,98.5,OOM,3842.6919935941255,0.0,OOM,105.5,0.0,OOM,98.5
98.75,20.0,OOM,98.75,98.75,OOM,3793.193184222055,0.0,OOM,105.75,0.0,OOM,98.75
99.0,0.0,OOM,99.0,99.0,OOM,3722.109024751619,0.0,OOM,106.0,0.0,OOM,99.0
99.25,0.0,OOM,99.25,99.25,OOM,3712.7397381833503,0.0,OOM,106.25,0.0,OOM,99.25
99.5,0.0,OOM,99.5,99.5,OOM,3778.9350429077863,0.0,OOM,106.5,0.0,OOM,99.5
99.75,0.0,OOM,99.75,99.75,OOM,3867.373292100544,0.0,OOM,106.75,0.0,OOM,99.75
100.0,2.0,OOM,100.0,100.0,OOM,4089.40951058201,0.0,OOM,107.0,0.0,OOM,100.0
100.25,2.0,OOM,100.25,100.25,OOM,4069.688750468771,0.0,OOM,107.25,0.0,OOM,100.25
100.5,2.0,OOM,100.5,100.5,OOM,3820.064181318681,0.0,OOM,107.5,0.0,OOM,100.5
100.75,2.0,OOM,100.75,100.75,OOM,3744.926808302808,0.0,OOM,107.75,0.0,OOM,100.75
101.0,0.0,OOM,101.0,101.0,OOM,3376.9649967532464,0.0,OOM,108.0,0.0,OOM,101.0
101.25,0.0,OOM,101.25,101.25,OOM,3404.297895572264,0.0,OOM,108.25,0.0,OOM,101.25
101.5,0.0,OOM,101.5,101.5,OOM,3435.146986879494,0.0,OOM,108.5,0.0,OOM,101.5
101.75,0.0,OOM,101.75,101.75,OOM,3340.4388355552987,0.0,OOM,108.75,0.0,OOM,101.75
102.0,0.0,OOM,102.0,102.0,OOM,3366.9569657668726,0.0,OOM,109.0,0.0,OOM,102.0
102.25,0.0,OOM,102.25,102.25,OOM,3372.920402410074,0.0,OOM,109.25,0.0,OOM,102.25
102.5,0.0,OOM,102.5,102.5,OOM,3414.170490851748,0.0,OOM,109.5,0.0,OOM,102.5
102.75,0.0,OOM,102.75,102.75,OOM,3410.411747255813,0.0,OOM,109.75,0.0,OOM,102.75
103.0,0.0,OOM,103.0,103.0,OOM,3418.950049330426,0.0,OOM,110.0,0.0,OOM,103.0
103.25,0.0,OOM,103.25,103.25,OOM,3419.860444488931,0.0,OOM,110.25,0.0,OOM,103.25
103.5,0.0,OOM,103.5,103.5,OOM,3408.4932103335263,0.0,OOM,110.5,0.0,OOM,103.5
103.75,0.0,OOM,103.75,103.75,OOM,3271.232806780876,0.0,OOM,110.75,0.0,OOM,103.75
104.0,30.0,OOM,104.0,104.0,OOM,3242.636526423741,0.0,OOM,111.0,0.0,OOM,104.0
104.25,30.0,OOM,104.25,104.25,OOM,3346.60228968254,0.0,OOM,111.25,0.0,OOM,104.25
104.5,30.0,OOM,104.5,104.5,OOM,3393.419374791876,,,,0.0,OOM,104.5
104.75,30.0,OOM,104.75,104.75,OOM,3536.8613302799336,,,,0.0,OOM,104.75
105.0,0.0,OOM,105.0,105.0,OOM,3853.629876293997,,,,0.0,OOM,105.0
105.25,0.0,OOM,105.25,105.25,OOM,3877.8955501756695,,,,0.0,OOM,105.25
105.5,0.0,OOM,105.5,105.5,OOM,3767.495280719281,,,,0.0,OOM,105.5
105.75,0.0,OOM,105.75,105.75,OOM,3633.333463822404,,,,0.0,OOM,105.75
106.0,0.0,OOM,106.0,106.0,OOM,3539.9473039282834,,,,0.0,OOM,106.0
106.25,0.0,OOM,106.25,106.25,OOM,3554.2905561087086,,,,0.0,OOM,106.25
106.5,0.0,OOM,106.5,106.5,OOM,3676.614765050168,,,,0.0,OOM,106.5
106.75,0.0,OOM,106.75,106.75,OOM,3749.5088333333338,,,,0.0,OOM,106.75
107.0,32.0,OOM,107.0,107.0,OOM,3956.7086666666655,,,,0.0,OOM,107.0
107.25,32.0,OOM,107.25,107.25,OOM,3951.708292375938,,,,0.0,OOM,107.25
107.5,32.0,OOM,107.5,107.5,OOM,3724.0122644954927,,,,0.0,OOM,107.5
107.75,32.0,OOM,107.75,107.75,OOM,3574.9707259146085,,,,0.0,OOM,107.75
108.0,0.0,OOM,108.0,108.0,OOM,3233.1960266955266,,,,0.0,OOM,108.0
108.25,0.0,OOM,108.25,108.25,OOM,3128.6243387255126,,,,0.0,OOM,108.25
108.5,0.0,OOM,108.5,108.5,OOM,3074.95732818334,,,,0.0,OOM,108.5
108.75,0.0,OOM,108.75,108.75,OOM,3077.9267024202145,,,,0.0,OOM,108.75
109.0,0.0,OOM,109.0,109.0,OOM,3074.8859062454467,,,,0.0,OOM,109.0
109.25,0.0,OOM,109.25,109.25,OOM,3055.5378251014945,,,,0.0,OOM,109.25
109.5,0.0,OOM,109.5,109.5,OOM,3188.730864357864,,,,0.0,OOM,109.5
109.75,0.0,OOM,109.75,109.75,OOM,3297.91575,,,,0.0,OOM,109.75
110.0,27.0,OOM,110.0,110.0,OOM,3605.192442140297,,,,0.0,OOM,110.0
110.25,27.0,OOM,110.25,110.25,OOM,3674.017692123095,,,,0.0,OOM,110.25
110.5,27.0,OOM,110.5,110.5,OOM,3857.919030824198,,,,0.0,OOM,110.5
110.75,27.0,OOM,110.75,110.75,OOM,3940.646986749852,,,,0.0,OOM,110.75
111.0,0.0,OOM,111.0,111.0,OOM,4315.057663780663,,,,0.0,OOM,111.0
111.25,0.0,OOM,111.25,111.25,OOM,4330.651054200974,,,,0.0,OOM,111.25
111.5,0.0,OOM,111.5,111.5,OOM,4083.260785467455,,,,0.0,OOM,111.5
111.75,0.0,OOM,111.75,111.75,OOM,3841.82805440685,,,,0.0,OOM,111.75
112.0,0.0,OOM,112.0,112.0,OOM,3224.2017074314567,,,,0.0,OOM,112.0
112.25,0.0,OOM,112.25,112.25,OOM,3141.695936507936,,,,0.0,OOM,112.25
112.5,0.0,OOM,112.5,112.5,OOM,3213.844595238095,,,,0.0,OOM,112.5
112.75,0.0,OOM,112.75,112.75,OOM,3324.824869047618,,,,0.0,OOM,112.75
113.0,1.0,OOM,113.0,113.0,OOM,3848.840604617604,,,,0.0,OOM,113.0
113.25,1.0,OOM,113.25,113.25,OOM,3888.531947691197,,,,0.0,OOM,113.25
113.5,1.0,OOM,113.5,113.5,OOM,3782.9636394009326,,,,0.0,OOM,113.5
113.75,1.0,OOM,113.75,113.75,OOM,3780.415782258076,,,,0.0,OOM,113.75
114.0,0.0,OOM,114.0,114.0,OOM,3709.581339646873,,,,0.0,OOM,114.0
114.25,0.0,OOM,114.25,114.25,OOM,3704.601103433202,,,,0.0,OOM,114.25
114.5,0.0,OOM,114.5,114.5,OOM,3758.6263279780687,,,,0.0,OOM,114.5
114.75,0.0,OOM,114.75,114.75,OOM,3735.68448274324,,,,0.0,OOM,114.75
115.0,0.0,OOM,115.0,115.0,OOM,3644.424869506453,,,,0.0,OOM,115.0
115.25,0.0,OOM,115.25,115.25,OOM,3661.011915666284,,,,0.0,OOM,115.25
115.5,0.0,OOM,115.5,115.5,OOM,3795.832014568764,,,,0.0,OOM,115.5
115.75,0.0,OOM,115.75,115.75,OOM,3827.3260530303023,,,,0.0,OOM,115.75
116.0,0.0,OOM,116.0,116.0,OOM,4033.590161976912,,,,0.0,OOM,116.0
116.25,0.0,OOM,116.25,116.25,OOM,4020.6632059762273,,,,0.0,OOM,116.25
116.5,0.0,OOM,116.5,116.5,OOM,3870.0450400432887,,,,0.0,OOM,116.5
116.75,0.0,OOM,116.75,116.75,OOM,3686.770139249638,,,,0.0,OOM,116.75
117.0,0.0,OOM,117.0,117.0,OOM,3269.0645310245304,,,,0.0,OOM,117.0
117.25,0.0,OOM,117.25,117.25,OOM,3189.656161518662,,,,0.0,OOM,117.25
117.5,0.0,OOM,117.5,117.5,OOM,3251.5178095238102,,,,0.0,OOM,117.5
117.75,0.0,OOM,117.75,117.75,OOM,3381.57545312144,,,,0.0,OOM,117.75
118.0,0.0,OOM,118.0,118.0,OOM,3440.0419660845423,,,,0.0,OOM,118.0
118.25,0.0,OOM,118.25,118.25,OOM,3447.235909044316,,,,0.0,OOM,118.25
118.5,0.0,OOM,118.5,118.5,OOM,3462.873159363444,,,,0.0,OOM,118.5
118.75,0.0,OOM,118.75,118.75,OOM,3502.3292871412214,,,,0.0,OOM,118.75
119.0,0.0,OOM,119.0,119.0,OOM,3581.92131193806,,,,0.0,OOM,119.0
119.25,0.0,OOM,119.25,119.25,OOM,3556.117804371955,,,,0.0,OOM,119.25
,,,,119.5,OOM,3606.063287225704,,,,,,
,,,,119.75,OOM,3652.749644368561,,,,,,
,,,,120.0,OOM,3721.0961679346815,,,,,,
