minutes,tcp_customersservice_customers_service,tcp_customersservice_source,tcp_vetsservice_vets_service,tcp_vetsservice_source,tcp_visitsservice_visits_service,tcp_visitsservice_source
2025-05-17 16:37:30,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:37:45,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:38:00,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:38:15,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:38:30,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:38:45,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:39:00,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:39:15,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:39:30,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:39:45,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:40:00,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:40:15,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:40:30,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:40:45,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:41:00,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:41:15,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:41:30,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:41:45,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:42:00,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:42:15,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:50:30,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:50:45,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:51:00,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:51:15,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:51:30,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:51:45,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:52:00,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:52:15,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:52:30,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:52:45,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:53:00,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:53:15,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:53:30,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:53:45,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:54:00,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:54:15,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:54:30,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:54:45,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
2025-05-17 16:55:00,0.0,GC_STRESS,0.0,GC_STRESS,0,GC_STRESS
