Time,mem_cache,source,Minutes
2025-07-15 17:24:15,7050672,gc_stress,0.0
2025-07-15 17:24:30,7050672,gc_stress,0.25
2025-07-15 17:24:45,7050672,gc_stress,0.5
2025-07-15 17:25:00,7053328,gc_stress,0.75
2025-07-15 17:25:15,7053328,gc_stress,1.0
2025-07-15 17:25:30,7053322,gc_stress,1.25
2025-07-15 17:25:45,7053572,gc_stress,1.5
2025-07-15 17:26:00,7054164,gc_stress,1.75
2025-07-15 17:26:15,7054622,gc_stress,2.0
2025-07-15 17:26:30,7055267,gc_stress,2.25
2025-07-15 17:26:45,7055655,gc_stress,2.5
2025-07-15 17:27:00,7055813,gc_stress,2.75
2025-07-15 17:27:15,7056080,gc_stress,3.0
2025-07-15 17:27:30,7056697,gc_stress,3.25
2025-07-15 17:27:45,7057005,gc_stress,3.5
2025-07-15 17:28:00,7056925,gc_stress,3.75
2025-07-15 17:28:15,7057373,gc_stress,4.0
2025-07-15 17:28:30,7059064,gc_stress,4.25
2025-07-15 17:28:45,7059733,gc_stress,4.5
2025-07-15 17:29:00,7060456,gc_stress,4.75
2025-07-15 17:29:15,7060624,gc_stress,5.0
2025-07-15 17:29:30,7060826,gc_stress,5.25
2025-07-15 17:29:45,7061023,gc_stress,5.5
2025-07-15 17:30:00,7061149,gc_stress,5.75
2025-07-15 17:30:15,7061065,gc_stress,6.0
2025-07-15 17:30:30,7060213,gc_stress,6.25
2025-07-15 17:30:45,7059953,gc_stress,6.5
2025-07-15 17:31:00,7060422,gc_stress,6.75
2025-07-15 17:31:15,7060510,gc_stress,7.0
2025-07-15 17:31:30,7061082,gc_stress,7.25
2025-07-15 17:31:45,7061318,gc_stress,7.5
2025-07-15 17:32:00,7061364,gc_stress,7.75
2025-07-15 17:32:15,7061699,gc_stress,8.0
2025-07-15 17:32:30,7062421,gc_stress,8.25
2025-07-15 17:32:45,7062743,gc_stress,8.5
2025-07-15 17:33:00,7063541,gc_stress,8.75
2025-07-15 17:33:15,7063835,gc_stress,9.0
2025-07-15 17:33:30,7064332,gc_stress,9.25
2025-07-15 17:33:45,7064754,gc_stress,9.5
2025-07-15 17:34:00,7065074,gc_stress,9.75
2025-07-15 17:34:15,7065114,gc_stress,10.0
2025-07-15 17:34:30,7065356,gc_stress,10.25
2025-07-15 17:34:45,7065866,gc_stress,10.5
2025-07-15 17:35:00,7066348,gc_stress,10.75
2025-07-15 17:35:15,7066372,gc_stress,11.0
2025-07-15 17:35:30,7066907,gc_stress,11.25
2025-07-15 17:35:45,7067327,gc_stress,11.5
2025-07-15 17:36:00,7067761,gc_stress,11.75
2025-07-15 17:36:15,7067832,gc_stress,12.0
2025-07-15 17:36:30,7068342,gc_stress,12.25
2025-07-15 17:36:45,7068548,gc_stress,12.5
2025-07-15 17:37:00,7068510,gc_stress,12.75
2025-07-15 17:37:15,7068544,gc_stress,13.0
2025-07-15 17:37:30,7069366,gc_stress,13.25
2025-07-15 17:37:45,7069959,gc_stress,13.5
2025-07-15 17:38:00,7069722,gc_stress,13.75
2025-07-15 17:38:15,7069795,gc_stress,14.0
2025-07-15 17:38:30,7070317,gc_stress,14.25
2025-07-15 17:38:45,7070331,gc_stress,14.5
2025-07-15 17:39:00,7068984,gc_stress,14.75
2025-07-15 17:39:15,7068176,gc_stress,15.0
2025-07-15 17:39:30,7063411,gc_stress,15.25
2025-07-15 17:39:45,7062141,gc_stress,15.5
2025-07-15 17:40:00,7062844,gc_stress,15.75
2025-07-15 17:40:15,7062931,gc_stress,16.0
2025-07-15 17:40:30,7063473,gc_stress,16.25
2025-07-15 17:40:45,7063718,gc_stress,16.5
2025-07-15 17:41:00,7064182,gc_stress,16.75
2025-07-15 17:41:15,7064226,gc_stress,17.0
2025-07-15 17:41:30,7064591,gc_stress,17.25
2025-07-15 17:41:45,7065027,gc_stress,17.5
2025-07-15 17:42:00,7065388,gc_stress,17.75
2025-07-15 17:42:15,7065438,gc_stress,18.0
2025-07-15 17:42:30,7065891,gc_stress,18.25
