"Time","{__name__=""gala_gopher_mem_available_kB"", infos=""/proc/meminfo"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", scenario=""gatewaycpustress""}"
2025-05-18 23:08:45,17877160
2025-05-18 23:09:00,17877160
2025-05-18 23:09:15,18297500
2025-05-18 23:09:30,18297500
2025-05-18 23:09:45,18297500
2025-05-18 23:10:00,18297500
2025-05-18 23:10:15,17643624
2025-05-18 23:10:30,17643624
2025-05-18 23:10:45,17643624
2025-05-18 23:11:00,17643624
2025-05-18 23:11:15,17048368
2025-05-18 23:11:30,17048368
2025-05-18 23:11:45,17048368
2025-05-18 23:12:00,17048368
2025-05-18 23:12:15,16767660
2025-05-18 23:12:30,16767660
2025-05-18 23:12:45,16767660
2025-05-18 23:13:00,16767660
2025-05-18 23:13:15,16627040
2025-05-18 23:13:30,16627040
2025-05-18 23:13:45,16627040
2025-05-18 23:14:00,16627040
2025-05-18 23:14:15,16104036
2025-05-18 23:14:30,16104036
2025-05-18 23:14:45,16104036
2025-05-18 23:15:00,16104036
2025-05-18 23:15:15,16104036
2025-05-18 23:15:30,15886560
2025-05-18 23:15:45,15886560
2025-05-18 23:16:00,15886560
2025-05-18 23:16:15,15886560
2025-05-18 23:16:30,15894264
2025-05-18 23:16:45,15894264
2025-05-18 23:17:00,15894264
2025-05-18 23:17:15,15894264
2025-05-18 23:17:30,15499552
2025-05-18 23:17:45,15499552
2025-05-18 23:18:00,15499552
2025-05-18 23:18:15,15499552
2025-05-18 23:18:30,15474148
2025-05-18 23:18:45,15474148
2025-05-18 23:19:00,15474148
2025-05-18 23:19:15,15474148
2025-05-18 23:19:30,15282452
2025-05-18 23:19:45,15282452
2025-05-18 23:20:00,15282452
2025-05-18 23:20:15,15282452
2025-05-18 23:20:30,15272744
2025-05-18 23:20:45,15272744
2025-05-18 23:21:00,15272744
2025-05-18 23:21:15,15272744
2025-05-18 23:21:30,15082248
2025-05-18 23:21:45,15082248
