minutes,apigateway_api_gateway,apigateway_source,blocklatency_disk sda,blocklatency_source,customersservice_customers_service,customersservice_source,iowait_cpu 0,iowait_cpu 1,iowait_cpu 2,iowait_cpu 3,iowait_cpu 4,iowait_cpu 5,iowait_cpu 6,iowait_cpu 7,iowait_cpu 8,iowait_cpu 9,iowait_source,irq_cpu 0,irq_cpu 1,irq_cpu 2,irq_cpu 3,irq_cpu 4,irq_cpu 5,irq_cpu 6,irq_cpu 7,irq_cpu 8,irq_cpu 9,irq_source,memavailable_mem_available,memavailable_source,memcache_mem_cache,memcache_source,memutil_mem_util,memutil_source,readbytes_openeuler-home,readbytes_openeuler-root,readbytes_openeuler-swap,readbytes_sda,readbytes_source,srtt_source,srtt_SRTT_cumulative,system_cpu 0,system_cpu 1,system_cpu 2,system_cpu 3,system_cpu 4,system_cpu 5,system_cpu 6,system_cpu 7,system_cpu 8,system_cpu 9,system_source,user_cpu 0,user_cpu 1,user_cpu 2,user_cpu 3,user_cpu 4,user_cpu 5,user_cpu 6,user_cpu 7,user_cpu 8,user_cpu 9,user_source,utilization_cpu 0,utilization_cpu 1,utilization_cpu 2,utilization_cpu 3,utilization_cpu 4,utilization_cpu 5,utilization_cpu 6,utilization_cpu 7,utilization_cpu 8,utilization_cpu 9,utilization_source,vetsservice_vets_service,vetsservice_source,visitsservice_visits_service,visitsservice_source,writebytes_openeuler-home,writebytes_openeuler-root,writebytes_openeuler-swap,writebytes_sda,writebytes_source
2025-05-17 17:01:15,0.0,MEM_STRESS,13.0,MEM_STRESS,0.0,MEM_STRESS,10.0,60.0,80.0,170.0,10.0,30.0,10.0,0.0,0.0,0.0,MEM_STRESS,60.0,110.0,80.0,80.0,60.0,110.0,60.0,60.0,0.0,0.0,MEM_STRESS,17393216.0,MEM_STRESS,4082968.0,MEM_STRESS,30.5,MEM_STRESS,122880.0,0.0,,122880.0,MEM_STRESS,MEM_STRESS,624.0,790.0,610.0,560.0,560.0,840.0,570.0,470.0,420.0,0.0,0.0,MEM_STRESS,6200.0,6775.0,7245.0,6555.0,6220.0,6625.0,6480.0,6145.0,0.0,0.0,MEM_STRESS,12.21,13.57,14.125,12.61,12.32,13.035,12.665,12.145,0.0,0.0,MEM_STRESS,0.0,MEM_STRESS,0.0,MEM_STRESS,5836800.0,3592192.0,,7516160.0,MEM_STRESS
2025-05-17 17:01:30,0.0,MEM_STRESS,13.0,MEM_STRESS,0.0,MEM_STRESS,10.0,60.0,80.0,170.0,10.0,30.0,10.0,0.0,0.0,0.0,MEM_STRESS,60.0,110.0,80.0,80.0,60.0,110.0,60.0,60.0,0.0,0.0,MEM_STRESS,17393216.0,MEM_STRESS,4082968.0,MEM_STRESS,30.5,MEM_STRESS,122880.0,0.0,,0.0,MEM_STRESS,MEM_STRESS,700.0,790.0,610.0,560.0,560.0,840.0,570.0,470.0,420.0,0.0,0.0,MEM_STRESS,6200.0,6775.0,7245.0,6720.0,6220.0,6685.0,6575.0,6227.0,0.0,0.0,MEM_STRESS,12.21,13.57,14.125,12.61,12.32,13.035,12.665,12.145,0.0,0.0,MEM_STRESS,0.0,MEM_STRESS,0.0,MEM_STRESS,5836800.0,3592192.0,,15704064.0,MEM_STRESS
2025-05-17 17:01:45,0.0,MEM_STRESS,13.0,MEM_STRESS,0.0,MEM_STRESS,10.0,60.0,80.0,170.0,10.0,30.0,10.0,0.0,0.0,0.0,MEM_STRESS,60.0,110.0,80.0,80.0,60.0,110.0,60.0,60.0,0.0,0.0,MEM_STRESS,18530744.0,MEM_STRESS,4074956.0,MEM_STRESS,26.0,MEM_STRESS,3252224.0,0.0,,0.0,MEM_STRESS,MEM_STRESS,696.0,790.0,610.0,560.0,560.0,840.0,570.0,470.0,420.0,0.0,0.0,MEM_STRESS,6200.0,6775.0,7245.0,6720.0,6220.0,6745.0,6670.0,6310.0,0.0,0.0,MEM_STRESS,12.21,13.57,14.125,12.61,12.32,13.035,12.665,12.145,0.0,0.0,MEM_STRESS,0.0,MEM_STRESS,0.0,MEM_STRESS,19447808.0,3592192.0,,15704064.0,MEM_STRESS
2025-05-17 17:02:00,0.0,MEM_STRESS,13.0,MEM_STRESS,0.0,MEM_STRESS,20.0,29.0,47.0,170.0,9.0,45.0,6.0,8.0,0.0,0.0,MEM_STRESS,60.0,110.0,80.0,80.0,60.0,110.0,60.0,60.0,0.0,0.0,MEM_STRESS,17812543.0,MEM_STRESS,4091317.0,MEM_STRESS,28.438754621848737,MEM_STRESS,3252224.0,44103.0,19.97463763992481,1762859.0,MEM_STRESS,MEM_STRESS,950.3565226787103,790.0,1121.0,1182.0,1120.0,840.0,1065.0,1037.0,420.0,0.0,0.0,MEM_STRESS,6200.0,6775.0,7245.0,6720.0,6220.0,6745.0,6670.0,6310.0,0.0,0.0,MEM_STRESS,12.21,13.57,14.125,12.61,12.32,13.035,12.665,12.145,0.0,0.0,MEM_STRESS,0.0,MEM_STRESS,0.0,MEM_STRESS,13787101.0,3267426.0,511209.8220000631,11342817.0,MEM_STRESS
2025-05-17 17:02:15,0.0,MEM_STRESS,13.0,MEM_STRESS,0.0,MEM_STRESS,8.0,29.0,47.0,10.0,7.0,45.0,6.0,7.0,0.0,0.0,MEM_STRESS,180.0,225.0,195.0,190.0,180.0,210.0,175.0,175.0,0.0,0.0,MEM_STRESS,17907278.0,MEM_STRESS,4091295.0,MEM_STRESS,28.14552009803922,MEM_STRESS,3252224.0,44103.0,19.97463763992481,1933164.0,MEM_STRESS,MEM_STRESS,840.9264108460983,1190.0,1121.0,1185.0,1101.0,1280.0,1068.0,1037.0,1150.0,0.0,0.0,MEM_STRESS,13220.0,14212.0,14595.0,15120.0,14075.0,14185.0,14205.0,13830.0,0.0,0.0,MEM_STRESS,25.0,26.925,27.3,27.85,26.525,26.475,26.325,25.75,0.0,0.0,MEM_STRESS,0.0,MEM_STRESS,0.0,MEM_STRESS,15533813.0,2823822.0,511209.8220000631,9747517.0,MEM_STRESS
2025-05-17 17:02:30,0.0,MEM_STRESS,13.0,MEM_STRESS,0.0,MEM_STRESS,8.0,12.0,28.0,10.0,1.0,12.0,0.0,9.0,0.0,0.0,MEM_STRESS,180.0,225.0,195.0,190.0,180.0,210.0,175.0,175.0,0.0,0.0,MEM_STRESS,18155209.0,MEM_STRESS,4111991.0,MEM_STRESS,27.387875649350654,MEM_STRESS,3252224.0,44103.0,19.97463763992481,1960639.0,MEM_STRESS,MEM_STRESS,803.469794684482,1190.0,1199.0,1226.0,1208.0,1285.0,1171.0,1147.0,1150.0,0.0,0.0,MEM_STRESS,13220.0,14325.0,14865.0,15120.0,14520.0,14185.0,14205.0,13830.0,0.0,0.0,MEM_STRESS,25.0,27.05,27.7,28.200000000000003,27.25,26.6,26.45,25.85,0.0,0.0,MEM_STRESS,0.0,MEM_STRESS,0.0,MEM_STRESS,13488549.0,2815483.0,511209.8220000631,57604096.0,MEM_STRESS
2025-05-17 17:02:45,0.0,MEM_STRESS,13.0,MEM_STRESS,0.0,MEM_STRESS,8.0,9.0,18.0,10.0,1.0,15.0,0.0,9.0,0.0,0.0,MEM_STRESS,180.0,225.0,195.0,190.0,180.0,310.0,175.0,175.0,0.0,0.0,MEM_STRESS,18146327.0,MEM_STRESS,4111991.0,MEM_STRESS,27.42362564935066,MEM_STRESS,61440.0,44103.0,19.97463763992481,4952678.0,MEM_STRESS,MEM_STRESS,754.7845209598407,1190.0,1283.0,1298.0,1220.0,1285.0,1230.0,1187.0,1150.0,0.0,0.0,MEM_STRESS,13802.0,14325.0,14865.0,15120.0,14520.0,14185.0,14205.0,13830.0,0.0,0.0,MEM_STRESS,25.0,27.05,27.7,28.200000000000003,27.25,26.6,26.45,25.85,0.0,0.0,MEM_STRESS,0.0,MEM_STRESS,0.0,MEM_STRESS,53712896.0,2950239.0,511209.8220000631,57604096.0,MEM_STRESS
2025-05-17 17:03:00,0.0,MEM_STRESS,13.0,MEM_STRESS,0.0,MEM_STRESS,8.0,3.0,9.0,18.0,3.0,15.0,4.0,9.0,0.0,0.0,MEM_STRESS,300.0,340.0,310.0,300.0,300.0,310.0,290.0,290.0,0.0,0.0,MEM_STRESS,18106744.0,MEM_STRESS,4076333.0,MEM_STRESS,26.05,MEM_STRESS,61440.0,44103.0,19.97463763992481,5330569.0,MEM_STRESS,MEM_STRESS,744.1038654764353,1190.0,1292.0,1269.0,1235.0,1285.0,1224.0,1164.0,1161.0,0.0,0.0,MEM_STRESS,14385.0,14325.0,14865.0,15120.0,14520.0,14185.0,14205.0,13830.0,0.0,0.0,MEM_STRESS,25.0,27.05,27.7,28.200000000000003,27.25,26.6,26.45,25.85,0.0,0.0,MEM_STRESS,0.0,MEM_STRESS,0.0,MEM_STRESS,53712896.0,2947676.0,511209.8220000631,57604096.0,MEM_STRESS
2025-05-17 17:03:15,0.0,MEM_STRESS,13.0,MEM_STRESS,0.0,MEM_STRESS,8.0,2.0,8.0,5.0,3.0,4.0,5.0,8.0,0.0,0.0,MEM_STRESS,260.0,300.0,270.0,280.0,270.0,280.0,260.0,270.0,0.0,0.0,MEM_STRESS,18075965.0,MEM_STRESS,4098438.0,MEM_STRESS,26.05,MEM_STRESS,61440.0,44103.0,19.97463763992481,4168848.0,MEM_STRESS,MEM_STRESS,773.3436988097687,1160.0,1292.0,1257.0,1207.0,1130.0,1224.0,1160.0,1163.0,0.0,0.0,MEM_STRESS,10750.0,12320.0,12950.0,11390.0,12660.0,11580.0,11400.0,11020.0,0.0,0.0,MEM_STRESS,20.8,23.6,24.4,21.8,23.8,22.1,21.7,21.2,0.0,0.0,MEM_STRESS,0.0,MEM_STRESS,0.0,MEM_STRESS,53712896.0,2977878.0,511209.8220000631,57604096.0,MEM_STRESS
2025-05-17 17:03:30,0.0,MEM_STRESS,13.0,MEM_STRESS,0.0,MEM_STRESS,8.0,2.0,8.0,5.0,3.0,8.0,8.0,0.0,0.0,0.0,MEM_STRESS,260.0,300.0,270.0,280.0,270.0,304.0,260.0,270.0,0.0,0.0,MEM_STRESS,18067810.0,MEM_STRESS,4156950.0,MEM_STRESS,26.05,MEM_STRESS,61440.0,44103.0,19.97463763992481,2984597.0,MEM_STRESS,MEM_STRESS,771.9256075399273,1160.0,1262.0,1201.0,1198.0,1130.0,1167.0,1092.0,1180.0,0.0,0.0,MEM_STRESS,10750.0,12320.0,12950.0,11390.0,12660.0,11580.0,11400.0,11020.0,0.0,0.0,MEM_STRESS,20.8,23.6,24.4,21.8,23.8,22.1,21.7,21.2,0.0,0.0,MEM_STRESS,0.0,MEM_STRESS,0.0,MEM_STRESS,53712896.0,3072259.0,511209.8220000631,10594304.0,MEM_STRESS
